D_INTERVIEW	B_COUNTRY	H_URBRURAL	S_INTLANGUAGE	Q260	X003R	Q266	Q267	Q268	Q272	Q275	Q288	Q289
360071090	Indonesia	Rural	Indonesian	Female	55-64 years	Indonesia	Indonesia	Indonesia	Javanese	Early childhood education (ISCED 0) / no education	4.0	Muslim
231070725	Ethiopia	Rural	Tigre	Female	55-64 years	Ethiopia	Ethiopia	Ethiopia	Tigrinya	Early childhood education (ISCED 0) / no education	3.0	Orthodox (Russian/Greek/etc.)
344071011	Hong Kong SAR	Urban	Cantonese	Female	45-54 years	China	China	China	Cantonese	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
496070590	Mongolia	Urban	Mongolian	Female	45-54 years	Mongolia	Mongolia	Mongolia	Mongolian	Upper secondary education (ISCED 3)	6.0	Buddhist
702070830	Singapore	Urban	English	Female	55-64 years	Singapore	Singapore	Singapore	English	Upper secondary education (ISCED 3)	6.0	Muslim
124075768	Canada	Urban	English	Male	45-54 years	Canada	Canada	India	English	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
762070282	Tajikistan	Rural	Tajik	Male	35-44 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Bachelor or equivalent (ISCED 6)	7.0	Muslim
703070359	Slovakia	Rural	Slovak	Female	45-54 years	Slovakia	Slovakia	Slovakia	Slovak	Post-secondary non-tertiary education (ISCED 4)	5.0	Roman Catholic
642070475	Romania	Urban	Romanian, Moldavian, Moldovan	Female	25-34 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
398070377	Kazakhstan	Rural	Russian	Male	45-54 years	Kazakhstan	Kazakhstan	Kazakhstan	Azerbaijani; Azeri	Lower secondary education (ISCED 2)	5.0	Muslim
360071235	Indonesia	Rural	Indonesian	Female	25-34 years	Indonesia	Indonesia	Indonesia	Sundanese	Lower secondary education (ISCED 2)	3.0	Muslim
862070575	Venezuela	Urban	Spanish; Castilian	Male	25-34 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
702070222	Singapore	Urban	English	Female	35-44 years	India	India	India	English	Bachelor or equivalent (ISCED 6)	5.0	Hindu
104070677	Myanmar	Rural	Burmese	Male	16-24 years	Myanmar	Myanmar	Myanmar	Burmese	Primary education (ISCED 1)	4.0	Buddhist
826071760	Great Britain	Rural	English			United Kingdom			English		5.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
496070141	Mongolia	Urban	Mongolian	Female	35-44 years	Mongolia	Mongolia	Mongolia	Mongolian	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
458070335	Malaysia	Rural	Malay; Malaysian	Female	25-34 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Lower secondary education (ISCED 2)	3.0	Muslim
392070484	Japan	Urban	Japanese	Female	35-44 years	Japan	Japan	Japan	Japanese	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
124072797	Canada	Urban	English	Male	16-24 years	Hong Kong SAR	China	China	Cantonese	Post-secondary non-tertiary education (ISCED 4)	4.0	Do not belong to a denomination
276070681	Germany	Urban	German	Female	35-44 years	Germany	Germany	Germany	German	Post-secondary non-tertiary education (ISCED 4)	5.0	Roman Catholic
76071384	Brazil	Rural	Portuguese	Female	55-64 years	Brazil	Brazil	Brazil	Portuguese	Primary education (ISCED 1)	1.0	Protestant
152070740	Chile	Rural	Spanish; Castilian	Male	55-64 years	Chile	Chile	Chile	Spanish; Castilian	Upper secondary education (ISCED 3)	2.0	Do not belong to a denomination
404070764	Kenya	Rural	English	Female	25-34 years	Kenya	Kenya	Kenya	Swahili	Short-cycle tertiary education (ISCED 5)	6.0	Protestant
156072383	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	55-64 years				Standard Chinese; Mandarin; Putonghua; Guoyu	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
818070966	Egypt	Rural	Arabic	Male	35-44 years	Egypt	Egypt	Egypt	Arabic	Upper secondary education (ISCED 3)	7.0	Muslim
231070016	Ethiopia	Urban	Amharic	Male	45-54 years	Ethiopia	Ethiopia	Ethiopia	Amharic	Doctoral or equivalent (ISCED 8)	5.0	Orthodox (Russian/Greek/etc.)
458070479	Malaysia	Urban	Malay; Malaysian	Male	35-44 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Short-cycle tertiary education (ISCED 5)	4.0	Muslim
51070604	Armenia	Urban	Armenian; Hayeren	Male	55-64 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Master or equivalent (ISCED 7)	1.0	Do not belong to a denomination
462070366	Maldives	Rural	1105	Male	25-34 years	462	462	462	1105	Post-secondary non-tertiary education (ISCED 4)	6.0	Muslim
124075463	Canada	Urban	English	Male	55-64 years	Canada	China	China	English	Bachelor or equivalent (ISCED 6)	9.0	Roman Catholic
410070040	South Korea	Urban	Korean	Female	55-64 years	South Korea	South Korea	South Korea	Korean	Upper secondary education (ISCED 3)	7.0	Protestant
704070204	Vietnam	Urban	Vietnamese	Female	16-24 years	Vietnam	Vietnam	Vietnam	Vietnamese	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
554070550	New Zealand	Urban	English	Male	35-44 years	New Zealand	New Zealand	United Kingdom	English	Primary education (ISCED 1)	4.0	Do not belong to a denomination
826072416	Great Britain	Rural	English	Female	35-44 years	United Kingdom			English	Master or equivalent (ISCED 7)	10.0	Roman Catholic
762070505	Tajikistan	Urban	Tajik	Female	55-64 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Upper secondary education (ISCED 3)	5.0	Muslim
826071369	Great Britain	Urban	English	Female	55-64 years	United Kingdom			English	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
300070043	Greece	Urban	Greek, Modern	Male	55-64 years	Albania	Albania	Albania	Greek, Modern	Bachelor or equivalent (ISCED 6)	4.0	Orthodox (Russian/Greek/etc.)
320070463	Guatemala	Urban	Spanish; Castilian	Female	45-54 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	4.0	Roman Catholic
422070773	Lebanon	Rural	Arabic	Male	45-54 years	Lebanon	Lebanon	Lebanon	Arabic	Bachelor or equivalent (ISCED 6)	8.0	Muslim
124074264	Canada	Urban	English	Male	45-54 years	Pakistan	Pakistan	Pakistan	English	Bachelor or equivalent (ISCED 6)	7.0	Muslim
124075757	Canada	Urban	English	Male	35-44 years	Canada	Canada	Canada	English	Master or equivalent (ISCED 7)	8.0	Do not belong to a denomination
320070084	Guatemala	Urban	Spanish; Castilian	Female	25-34 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Primary education (ISCED 1)	5.0	Roman Catholic
398070715	Kazakhstan	Urban	Kazakh	Male	55-64 years	Kazakhstan	Kazakhstan	Kazakhstan	Kazakh	Upper secondary education (ISCED 3)	5.0	Muslim
276071398	Germany	Urban	German	Female	45-54 years	Germany	Germany	Germany	German	Bachelor or equivalent (ISCED 6)	6.0	Protestant
360071971	Indonesia	Rural	Indonesian	Male	55-64 years	Indonesia	Indonesia	Indonesia	Javanese	Primary education (ISCED 1)	3.0	Muslim
762070485	Tajikistan	Urban	Tajik	Female	65 and over	Tajikistan	Tajikistan	Tajikistan	Tajik	Upper secondary education (ISCED 3)	6.0	Muslim
688070381	Serbia	Urban	Serbian	Male	55-64 years	Bosnia Herzegovina	Bosnia Herzegovina	Bosnia Herzegovina	Serbian	Post-secondary non-tertiary education (ISCED 4)		Orthodox (Russian/Greek/etc.)
422070356	Lebanon	Urban	Arabic	Female	35-44 years	Lebanon	Lebanon	Lebanon	Arabic	Primary education (ISCED 1)	3.0	Muslim
434070394	Libya	Urban	Arabic	Male	45-54 years	Libya	Libya	Libya	Arabic	Bachelor or equivalent (ISCED 6)	7.0	Muslim
716070644	Zimbabwe	Urban	Shona;chiShona	Female	25-34 years	Zimbabwe	Zimbabwe	Zimbabwe	ven Venda;Tshivenda	Upper secondary education (ISCED 3)	3.0	Muslim
124070728	Canada	Urban	French	Female	25-34 years	Canada	Canada	Canada	French	Master or equivalent (ISCED 7)	7.0	Roman Catholic
528071222	Netherlands	Urban	Dutch; Flemish	Female	55-64 years	Netherlands	Netherlands	Netherlands	1190	Lower secondary education (ISCED 2)	5.0	Do not belong to a denomination
840072762	United States	Urban	English	Female	25-34 years	United States	United States	United States	English	Post-secondary non-tertiary education (ISCED 4)	3.0	Do not belong to a denomination
788070747	Tunisia	Urban	Arabic	Female	55-64 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Upper secondary education (ISCED 3)	7.0	Muslim
792070881	Turkey	Urban	Turkish	Male	45-54 years	Turkey	Turkey	Turkey		Primary education (ISCED 1)	5.0	Muslim
804070940	Ukraine	Rural	Russian	Female	55-64 years	Ukraine	Moldova	Russia	Other	Upper secondary education (ISCED 3)	1.0	Orthodox (Russian/Greek/etc.)
528070094	Netherlands	Urban	Dutch; Flemish	Female	45-54 years	Netherlands			1190			Do not belong to a denomination
496071064	Mongolia	Rural	Mongolian	Female	25-34 years	Mongolia	Mongolia	Mongolia	Mongolian	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
484070286	Mexico	Rural	Spanish; Castilian	Female	35-44 years	Mexico	Mexico	Mexico	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	5.0	Roman Catholic
32070456	Argentina	Urban	Spanish; Castilian	Female	55-64 years	Argentina	Argentina	Argentina	Spanish; Castilian	Primary education (ISCED 1)	5.0	Roman Catholic
398070225	Kazakhstan	Urban	Kazakh	Female	45-54 years	Kazakhstan	Kazakhstan	Kazakhstan	Kazakh	Master or equivalent (ISCED 7)	7.0	Muslim
604070509	Peru	Urban	Spanish; Castilian	Male	16-24 years	Peru	Peru	Peru	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	5.0	Roman Catholic
586071666	Pakistan	Rural	Urdu	Female	35-44 years	Pakistan	Pakistan	Pakistan	Sindhi	Early childhood education (ISCED 0) / no education	8.0	Muslim
528071021	Netherlands	Urban	Dutch; Flemish	Female	55-64 years	Netherlands	Netherlands	Netherlands	1190	Lower secondary education (ISCED 2)	1.0	Roman Catholic
558070543	Nicaragua	Urban	Spanish; Castilian	Female	16-24 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	Roman Catholic
792070494	Turkey	Rural	Turkish	Female	35-44 years	Turkey	Turkey	Turkey		Primary education (ISCED 1)	5.0	Muslim
360072567	Indonesia	Rural	Indonesian	Female	16-24 years	Indonesia	Indonesia	Indonesia	Indonesian	Upper secondary education (ISCED 3)	6.0	Muslim
764070474	Thailand	Rural	Thai; Central Thai	Female	45-54 years	Thailand	Thailand	Thailand	Esan	Primary education (ISCED 1)	4.0	Buddhist
764070516	Thailand	Rural	Thai; Central Thai	Female	25-34 years	Thailand	Thailand	Thailand	Esan	Lower secondary education (ISCED 2)	3.0	Buddhist
703070698	Slovakia	Rural	Slovak	Male	55-64 years	Slovakia	Slovakia	Slovakia	Slovak	Lower secondary education (ISCED 2)	3.0	Roman Catholic
276071292	Germany	Urban	German	Male	45-54 years	Germany	Germany	Germany	German	Upper secondary education (ISCED 3)	6.0	Roman Catholic
462070169	Maldives	Rural	1105	Male	16-24 years	462	462	462	1105	Lower secondary education (ISCED 2)	8.0	Muslim
410070105	South Korea	Urban	Korean	Male	16-24 years	South Korea	South Korea	South Korea	Korean	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
158071137	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	65 and over	Taiwan ROC	Taiwan ROC	Taiwan ROC	Hokkien; Minnan	Lower secondary education (ISCED 2)	1.0	Other
417070072	Kyrgyzstan	Urban	Kirghiz; Kyrgyz	Male	45-54 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Master or equivalent (ISCED 7)	7.0	Muslim
458070487	Malaysia	Urban	Malay; Malaysian	Female	45-54 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Lower secondary education (ISCED 2)	4.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
504070345	Morocco	Urban	Arabic	Female	16-24 years	Morocco	Morocco	Morocco	Arabic	Early childhood education (ISCED 0) / no education	3.0	Muslim
360072163	Indonesia	Urban	Indonesian	Female	45-54 years	Indonesia	Indonesia	Indonesia	Javanese	Primary education (ISCED 1)	1.0	Muslim
400070695	Jordan	Urban	Arabic	Female	16-24 years	Jordan	Jordan	Jordan	Arabic	Lower secondary education (ISCED 2)	4.0	Muslim
643070684	Russia	Urban	Russian	Male	45-54 years	Russia	Russia	Russia	Russian	Master or equivalent (ISCED 7)	5.0	Do not belong to a denomination
422070055	Lebanon	Urban	Arabic	Male	16-24 years	Lebanon	Lebanon	Lebanon	Arabic	Upper secondary education (ISCED 3)	6.0	Muslim
818070444	Egypt	Urban	Arabic	Male	45-54 years	Egypt	Egypt	Egypt	Arabic	Primary education (ISCED 1)	5.0	Muslim
504070247	Morocco	Urban	Arabic	Male	35-44 years	Morocco	Morocco	Morocco	Arabic	Lower secondary education (ISCED 2)	5.0	Muslim
68070682	Bolivia	Urban	Spanish; Castilian	Male	16-24 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	8.0	Roman Catholic
344071442	Hong Kong SAR	Urban	Cantonese	Female	35-44 years	Hong Kong SAR			Cantonese	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
528070900	Netherlands	Rural	Dutch; Flemish	Female	45-54 years	Netherlands	Netherlands	Netherlands	1190	Post-secondary non-tertiary education (ISCED 4)	6.0	Do not belong to a denomination
156070611	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	25-34 years				Standard Chinese; Mandarin; Putonghua; Guoyu	Lower secondary education (ISCED 2)	5.0	Do not belong to a denomination
528071285	Netherlands	Urban	Dutch; Flemish	Male	55-64 years	Netherlands	Netherlands	Netherlands	1190		2.0	Do not belong to a denomination
417070022	Kyrgyzstan	Rural	Kirghiz; Kyrgyz	Female	55-64 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Upper secondary education (ISCED 3)	7.0	Muslim
446070781	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female		China	China	China	Cantonese	Upper secondary education (ISCED 3)	5.0	Other
156070052	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	65 and over				Standard Chinese; Mandarin; Putonghua; Guoyu		4.0	
51070576	Armenia	Rural	Armenian; Hayeren	Female	25-34 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Upper secondary education (ISCED 3)	4.0	Orthodox (Russian/Greek/etc.)
788070090	Tunisia	Urban	Arabic	Female	25-34 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Master or equivalent (ISCED 7)	6.0	Muslim
360070666	Indonesia	Urban	Indonesian	Female	45-54 years	Indonesia	Indonesia	Indonesia	Indonesian	Upper secondary education (ISCED 3)	5.0	Muslim
484070668	Mexico	Urban	Spanish; Castilian	Male	65 and over	Mexico	Mexico	Mexico	Spanish; Castilian	Primary education (ISCED 1)	2.0	Roman Catholic
762070258	Tajikistan	Rural	Tajik	Male	16-24 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Upper secondary education (ISCED 3)	6.0	Muslim
400070966	Jordan	Rural	Arabic	Male	16-24 years	Jordan	Jordan	Jordan	Arabic	Upper secondary education (ISCED 3)	5.0	Muslim
203070203	Czechia	Rural	Czech	Female	55-64 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Lower secondary education (ISCED 2)	6.0	Do not belong to a denomination
862070182	Venezuela	Urban	Spanish; Castilian	Male	25-34 years	Venezuela	Venezuela	Brazil	Spanish; Castilian	Upper secondary education (ISCED 3)	2.0	Roman Catholic
398070171	Kazakhstan	Rural	Kazakh	Female	35-44 years	Kazakhstan	Kazakhstan	Kazakhstan	Kazakh	Upper secondary education (ISCED 3)	4.0	Muslim
528071042	Netherlands	Urban	Dutch; Flemish	Female	16-24 years	Netherlands	Netherlands	Netherlands	1190	Bachelor or equivalent (ISCED 6)		Do not belong to a denomination
158070383	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	35-44 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Standard Chinese; Mandarin; Putonghua; Guoyu	Master or equivalent (ISCED 7)	6.0	Do not belong to a denomination
484070823	Mexico	Urban	Spanish; Castilian	Female	45-54 years	Mexico	Mexico	Mexico	Spanish; Castilian	Early childhood education (ISCED 0) / no education	3.0	Roman Catholic
76070516	Brazil	Urban	Portuguese	Male	45-54 years	Brazil	Brazil	Brazil	Portuguese	Upper secondary education (ISCED 3)	5.0	Roman Catholic
630070814	Puerto Rico	Urban	Spanish; Castilian	Female	65 and over	Puerto Rico	Puerto Rico	Puerto Rico	Spanish; Castilian	Master or equivalent (ISCED 7)	6.0	Roman Catholic
404070378	Kenya	Urban	English	Female	16-24 years	Kenya	Kenya	Kenya	Kikuyu; Gikuyu	Primary education (ISCED 1)	10.0	Protestant
630071078	Puerto Rico	Urban	Spanish; Castilian	Male	65 and over	Puerto Rico	Puerto Rico	Puerto Rico	Spanish; Castilian	Lower secondary education (ISCED 2)	5.0	Roman Catholic
196070042	Cyprus	Urban	Greek, Modern	Female	35-44 years	Cyprus	Cyprus	Cyprus	Greek, Modern	Short-cycle tertiary education (ISCED 5)	3.0	Orthodox (Russian/Greek/etc.)
826071466	Great Britain	Urban	English	Female	35-44 years	United Kingdom			English	Bachelor or equivalent (ISCED 6)	9.0	Do not belong to a denomination
360072322	Indonesia	Urban	Indonesian	Female	55-64 years	Indonesia	Indonesia	Indonesia	Javanese	Primary education (ISCED 1)	1.0	Muslim
156070456	China	Rural	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	45-54 years				Standard Chinese; Mandarin; Putonghua; Guoyu	Lower secondary education (ISCED 2)	1.0	Do not belong to a denomination
434070028	Libya	Urban	Arabic	Male	16-24 years	Libya	Libya	Libya	Arabic	Bachelor or equivalent (ISCED 6)	6.0	Muslim
360072875	Indonesia	Urban	Indonesian	Male	35-44 years	Indonesia	Indonesia	Indonesia	Indonesian	Primary education (ISCED 1)	6.0	Muslim
404070430	Kenya	Rural	English	Female	25-34 years	Kenya	Kenya	Kenya	Maasai		5.0	Protestant
422071131	Lebanon	Urban	Arabic	Male	16-24 years	Lebanon	Lebanon	Lebanon	Arabic	Upper secondary education (ISCED 3)	2.0	Muslim
417071161	Kyrgyzstan	Urban	Russian	Male	16-24 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Russian	Master or equivalent (ISCED 7)	10.0	Muslim
422070789	Lebanon	Urban	Arabic	Male	55-64 years	Lebanon	Lebanon	Lebanon	Arabic	Upper secondary education (ISCED 3)	6.0	Roman Catholic
32070510	Argentina	Urban	Spanish; Castilian	Female	16-24 years	Argentina	Argentina	Argentina	Spanish; Castilian	Lower secondary education (ISCED 2)	5.0	Roman Catholic
36071615	Australia	Urban	English	Female	25-34 years	Australia				Master or equivalent (ISCED 7)	4.0	
716071014	Zimbabwe	Rural	Shona;chiShona	Female	25-34 years	Zimbabwe	Zimbabwe	Zimbabwe	Shona;chiShona	Upper secondary education (ISCED 3)	6.0	Roman Catholic
398071061	Kazakhstan	Urban	Russian	Female	45-54 years	Kazakhstan	Russia	Kazakhstan	Russian	Master or equivalent (ISCED 7)	5.0	Do not belong to a denomination
51070588	Armenia	Urban	Armenian; Hayeren	Male	65 and over	Armenia	Armenia	Armenia	Armenian; Hayeren	Short-cycle tertiary education (ISCED 5)	4.0	Orthodox (Russian/Greek/etc.)
716070022	Zimbabwe	Urban	Shona;chiShona	Male	35-44 years	Zimbabwe	Zimbabwe	Zimbabwe	Shona;chiShona	Upper secondary education (ISCED 3)	1.0	Muslim
400070582	Jordan	Urban	Arabic	Female	35-44 years	Jordan	Jordan	Jordan	Arabic	Short-cycle tertiary education (ISCED 5)	4.0	Muslim
608070569	Philippines	Urban	Filipino; Pilipino	Male	16-24 years	Philippines	Philippines	Philippines	Filipino; Pilipino	Upper secondary education (ISCED 3)	10.0	Protestant
368071192	Iraq	Rural	Arabic	Male	25-34 years	Iraq	Iraq	Iraq	Arabic	Bachelor or equivalent (ISCED 6)	7.0	Muslim
368070492	Iraq	Rural	Arabic	Male	65 and over	Iraq	Iraq	Iraq	Arabic	Bachelor or equivalent (ISCED 6)	3.0	Muslim
558070933	Nicaragua	Rural	Spanish; Castilian	Male	25-34 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	Roman Catholic
558070886	Nicaragua	Rural	Spanish; Castilian	Male	16-24 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Primary education (ISCED 1)	10.0	Roman Catholic
818070283	Egypt	Rural	Arabic	Female	35-44 years	Egypt	Egypt	Egypt	Arabic	Early childhood education (ISCED 0) / no education	2.0	Muslim
762070424	Tajikistan	Rural	Tajik	Female	35-44 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Lower secondary education (ISCED 2)	7.0	Muslim
