Continent	Sex	Religion	D_INTERVIEW	Question_Col	Question Text	Ground Truth	LLAMA Score	LLAMA Explanation	LLAMA No Demography Score
Europe	Male	Orthodox (Russian/Greek/etc.)	643071626	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	4	Somewhat uncomfortable as it is not common in rural Russia and may lead to social stigma.	
Europe	Male	Orthodox (Russian/Greek/etc.)	300071084	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Somewhat uncomfortable due to societal norms and expectations that may exist in Greece, especially for those who identify as Orthodox Christians.	
Europe	Male	Do not belong to a denomination	203070187	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Person X, being from a urban area in Czechia and with primary education background, may hold some traditional views regarding sexuality and may be slightly uncomfortable having homosexual neighbors.	
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071078	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	3	Moderately uncomfortable due to personal beliefs.	
Europe	Female	Muslim	196070851	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	4	This respondent might be slightly uncomfortable with homosexual neighbors due to their likely cultural background and religious beliefs (Muslim and born and raised in a rural area). As a doctoral degree holder and belonging to the 45-54 age group, they might have some degree of open-mindedness, but their religious beliefs might trump that.	
Europe	Female	Orthodox (Russian/Greek/etc.)	51070125	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	4	Based on her demographics, it's likely that Person X would have traditional values and may have reservations about having homosexuals as neighbors due to social stigma and cultural beliefs. However, she might still be open to getting to know them as individuals.	
Europe	Female	Do not belong to a denomination	528070083	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	moderately uncomfortable	
Europe	Female	Protestant	276070618	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Definitely No, because people's privacy and personal space should be respected, irrespective of their sexual orientation.	
Europe	Female	Protestant	276070778	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	As a 35-44-year-old German female who was born in Germany but whose parents were born in France and Germany, I would rate my comfort level with having homosexuals as neighbors as a 4 out of 5, as I believe in and support the principles of equality and human rights, and do not see someone's sexual orientation as a reason for discomfort or intolerance.	
South America	Male	Other	32070925	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Person X is unlikely to be uncomfortable having homosexuals as neighbors, having grown up in a supportive and diverse community.	
South America	Male	Do not belong to a denomination	604071129	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	3	As a young Peruvian male, raised in an urban setting and with a lower secondary education, Person X may have less exposure to diverse social groups, leading to a moderate level of discomfort with having homosexuals as neighbors.	
South America	Male	Roman Catholic	170073627	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	3	He is a conservative 65+ years-old Male from Colombia, born and raised in a Catholic family, with a low education level and belonging to a rural urban zone; therefore, he may hold societal norms and cultural values closer to his heart; hence he might be neutral or uncomfortable having homosexual neighbors (3 out of 5 points).	
South America	Male	Roman Catholic	218070111	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Person X is likely to be uncomfortable having homosexuals as neighbors due to cultural and social conservatism prevalent in rural Ecuador, where traditional gender roles and social norms are deeply ingrained.	
South America	Male	Protestant	76071970	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Person X is unlikely to be uncomfortable having homosexuals as neighbors.	
South America	Female	Do not belong to a denomination	170074363	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Person X grew up in a traditional and conservative rural community in Colombia, where there is a strong Catholic influence. Given this background, she is likely to be uncomfortable with homosexuality and therefore would rate 4 on the discomfort scale.	
South America	Female	Roman Catholic	604071200	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	As a Catholic and a Peruvian, Person X lives in a socially conservative community and may have reservations about having homosexual neighbors, scoring a 4 on the comfort level.	
South America	Female	Roman Catholic	604071310	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	She might be uncomfortable with it because of cultural or religious beliefs but also being born and raised in Peru, she might be exposed to diverse community.	
South America	Female	Protestant	68071780	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	3	Moderately uncomfortable, as there may be cultural differences to consider.	
Africa	Male	Muslim	434070592	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	4	Somewhat uncomfortable due to cultural and social stigma towards homosexuality in Libya.	
Africa	Male	Do not belong to a denomination	716070724	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	3	Moderately uncomfortable due to social stigma and cultural norms around homosexuality in Zimbabwe.	
Africa	Female	Orthodox (Russian/Greek/etc.)	231070241	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	4	Somewhat uncomfortable with homosexuals as neighbors due to cultural and societal norms.	
Africa	Female	Roman Catholic	566070244	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	4	Coming from a conservative Igbo background where traditional values predominate, Person X may be uncomfortable with homosexual neighbors due to cultural and religious beliefs.	
North America	Male	Orthodox (Russian/Greek/etc.)	124072716	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Primarily due to Person X's religious beliefs (Orthodox) and their cultural background, they are likely to feel uncomfortable having homosexuals as neighbors.	
North America	Male	Do not belong to a denomination	840072309	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	3	Person X might be slightly uncomfortable with having homosexuals as neighbors due to social stigmatization and potential lack of exposure to the LGBTQ+ community.	
North America	Male	Do not belong to a denomination	124070320	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	3	They would be comfortable having homosexuals as neighbors since they have an open-minded and welcoming approach to diversity.	
North America	Male	Buddhist	840072459	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	5.0	2	Person X is unlikely to be uncomfortable having homosexuals as neighbors since they have had experience living with international students from diverse backgrounds and are familiar with the LGBTQ+ community, so they would likely have an open mind and be accepting.	
North America	Male	Buddhist	840072719	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Somewhat uncomfortable due to cultural and societal norms, but open to acceptance.	
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070373	Q22	On a scale of 1 to 5, 1 meaning 'No' and 5 meaning 'Definitely Yes',  would you be uncomfortable having homosexuals as neighbors?	1.0	4	Person X is likely to score 4 on the discomfort scale, given their religious background and urban upbringing, which may influence their perception of homosexuality.	
